invokestatic,invokevirtual,2
invokestatic,istore,2
invokevirtual,dup,2
invokevirtual,iconst_1,2
invokevirtual,istore,2
invokevirtual,istore_1,2
invokevirtual,pop,2
irem,ifne,2
irem,istore_1,2
istore,getstatic,2
istore,iload_2,2
istore_1,getstatic,2
istore_1,goto,2
istore_2,getstatic,2
istore_3,getstatic,2
istore_3,iconst_1,2
istore_3,iinc,2
istore_3,iload_2,2
istore_3,iload_3,2
isub,getstatic,2
isub,iconst_1,2
isub,istore,2
isub,istore_2,2
isub,sipush,2
pop,goto,2
putfield,getstatic,2
putstatic,invokestatic,2
putstatic,new,2
sipush,iadd,2
sipush,idiv,2
