aload_0,checkcast,invokevirtual,dmul,16
aload_1,ldc2_w,aload_0,checkcast,16
checkcast,invokevirtual,dmul,invokevirtual,16
invokevirtual,aload_1,ldc2_w,aload_0,16
invokevirtual,dmul,invokevirtual,aload_1,16
ldc2_w,aload_0,checkcast,invokevirtual,16
aload_1,ldc2_w,invokevirtual,aload_1,12
dmul,invokevirtual,aload_1,ldc2_w,12
ldc2_w,invokevirtual,aload_1,ldc2_w,12
aload_0,getfield,iload,aaload,8
invokevirtual,aload_1,ldc2_w,invokevirtual,8
aload,invokevirtual,aload,invokevirtual,7
aload_0,dload_1,putfield,return,7
dload,dload,dmul,dload,7
invokevirtual,aload,dup,invokevirtual,7
aload,dup,invokevirtual,dload,6
dload,dmul,dload,dmul,6
dup,invokevirtual,dload,dload,6
getfield,iload,aaload,invokevirtual,6
goto,iload,iload,if_icmpge,6
iinc,goto,iload,iload,6
invokevirtual,dload,dload,dmul,6
istore,iload,iload,if_icmpge,6
aload,invokevirtual,dmul,dadd,5
dup,invokespecial,astore_1,aload_1,5
new,dup,invokespecial,astore_1,5
aload,invokevirtual,dstore,aload,4
aload,invokevirtual,dsub,dstore,4
astore_1,aload_1,ldc2_w,invokevirtual,4
dadd,invokevirtual,aload,dup,4
dmul,dadd,invokevirtual,aload,4
dmul,invokevirtual,aload_1,areturn,4
dstore,aload,invokevirtual,dstore,4
getstatic,invokevirtual,aastore,dup,4
invokespecial,astore_1,aload_1,ldc2_w,4
invokevirtual,aload,invokevirtual,dmul,4
aaload,invokevirtual,aload_0,getfield,3
aaload,invokevirtual,dmul,dadd,3
aload,dup,invokevirtual,dload_1,3
aload_3,iload,aaload,astore,3
dload,aload,invokevirtual,dsub,3
dload,dload,dmul,dadd,3
dload,dmul,dadd,invokevirtual,3
dload,dmul,dsub,invokevirtual,3
dload_1,aload,invokevirtual,dmul,3
dmul,dload,dmul,dadd,3
dmul,dload,dmul,dsub,3
dmul,dsub,invokevirtual,aload,3
dneg,getstatic,ddiv,putfield,3
dstore,dload,aload,invokevirtual,3
dsub,invokevirtual,aload,dup,3
dup,invokevirtual,dload_1,aload,3
getstatic,ddiv,putfield,aload_0,3
getstatic,istore,iload,iload,3
if_icmpge,aload_3,iload,aaload,3
iload,aaload,astore,aload,3
iload,aaload,invokevirtual,aload_0,3
iload,aaload,invokevirtual,dmul,3
iload,if_icmpge,aload_3,iload,3
iload,iload,if_icmpge,aload_3,3
invokevirtual,aload,invokevirtual,dsub,3
invokevirtual,aload_0,getfield,iload,3
invokevirtual,dload_1,aload,invokevirtual,3
invokevirtual,dmul,dadd,invokevirtual,3
invokevirtual,dstore,aload,invokevirtual,3
invokevirtual,dsub,dstore,dload,3
istore,getstatic,istore,iload,3
aaload,astore,aload,invokevirtual,2
aload,invokevirtual,dmul,aload,2
aload_0,getfield,arraylength,istore,2
aload_0,ldc,invokestatic,aload_0,2
aload_2,invokevirtual,invokestatic,aastore,2
anewarray,dup,iconst_0,aload_2,2
arraylength,istore,iload,iload,2
dadd,dload,dload,dmul,2
dadd,invokevirtual,iinc,goto,2
dconst_0,dstore,dconst_0,dstore,2
dconst_0,dstore,iconst_0,istore,2
dconst_0,dstore_1,dconst_0,dstore_3,2
dconst_0,dstore_3,dconst_0,dstore,2
dmul,aload,invokevirtual,aload,2
dmul,dadd,dload,dload,2
dmul,dadd,invokevirtual,iinc,2
dstore,iinc,goto,iload,2
dstore,iload,iconst_1,iadd,2
dstore_1,dconst_0,dstore_3,dconst_0,2
dsub,dstore,dload,aload,2
dup,aconst_null,invokespecial,putstatic,2
dup,iconst_0,aload_2,invokevirtual,2
getfield,arraylength,istore,iload,2
getfield,iload,aaload,astore,2
getstatic,ldc,iconst_1,anewarray,2
iconst_0,aload_2,invokevirtual,invokestatic,2
iconst_0,istore,getstatic,istore,2
iconst_1,anewarray,dup,iconst_0,2
if_icmpge,aload_0,getfield,iload,2
iload,aaload,astore,dload,2
iload,iconst_1,iadd,istore,2
iload,if_icmpge,aload_0,getfield,2
iload,iload,if_icmpge,aload_0,2
invokestatic,aastore,invokevirtual,pop,2
invokevirtual,dmul,aload,invokevirtual,2
invokevirtual,iinc,goto,iload,2
invokevirtual,invokestatic,aastore,invokevirtual,2
istore,aload_0,getfield,arraylength,2
ldc,iconst_1,anewarray,dup,2
new,dup,aconst_null,invokespecial,2
aaload,astore,aload,dup,1
aaload,astore,dload,aload,1
aaload,astore,dload,ldc2_w,1
aaload,dload_1,dload_3,dload,1
aaload,invokestatic,istore_1,new,1
aastore,dup,iconst_1,getstatic,1
aastore,dup,iconst_2,getstatic,1
aastore,dup,iconst_3,getstatic,1
aastore,dup,iconst_4,getstatic,1
aastore,invokevirtual,pop,iconst_0,1
aastore,invokevirtual,pop,return,1
aastore,putfield,dconst_0,dstore_1,1
aconst_null,invokespecial,putstatic,iconst_5,1
aconst_null,invokespecial,putstatic,ldc2_w,1
aload,invokevirtual,dmul,dload,1
aload,invokevirtual,dstore,iload,1
aload,invokevirtual,dsub,dstore_1,1
aload,invokevirtual,dsub,dstore_3,1
aload_0,checkcast,invokevirtual,invokevirtual,1
aload_0,dload,dneg,getstatic,1
aload_0,dload_1,dneg,getstatic,1
aload_0,dload_3,dneg,getstatic,1
aload_0,getfield,astore_3,iconst_0,1
aload_0,getfield,iconst_0,aaload,1
aload_0,iconst_0,aaload,invokestatic,1
aload_0,iconst_5,anewarray,dup,1
aload_0,invokespecial,aload_0,iconst_5,1
aload_1,aload_0,checkcast,invokevirtual,1
aload_2,ldc2_w,invokevirtual,iinc,1
anewarray,dup,iconst_0,getstatic,1
astore,aload,dup,invokevirtual,1
