13:36:38.858 [main] ERROR o.a.jitwatch.loader.BytecodeLoader - could not parse bytecode: '}'
13:36:38.934 [main] ERROR o.a.jitwatch.loader.BytecodeLoader - could not parse bytecode: '}'
aload_2,ldc2_w,invokevirtual,29
invokevirtual,aload_2,ldc2_w,24
ldc2_w,invokevirtual,aload_2,24
dload,dload,dmul,11
aload,dup,invokevirtual,9
aload,invokevirtual,dmul,8
aload_0,getfield,iload,8
getfield,iload,aaload,8
invokevirtual,dmul,dadd,8
aload,invokevirtual,aload,7
aload_0,dload_1,putfield,7
aload_0,getfield,dreturn,7
dload,dmul,dload,7
dload_1,putfield,return,7
goto,iload,iload,7
iinc,goto,iload,7
iload,iload,if_icmpge,7
invokevirtual,aload,dup,7
invokevirtual,aload,invokevirtual,7
istore,iload,iload,7
new,dup,invokespecial,7
aload,invokevirtual,dsub,6
aload_0,invokespecial,return,6
dload,dmul,dadd,6
dmul,dadd,invokevirtual,6
dmul,dload,dmul,6
dup,invokevirtual,dload,6
iload,aaload,invokevirtual,6
invokevirtual,dload,dload,6
aload,invokevirtual,dstore,5
aload_1,astore_2,iconst_0,5
astore_1,aload_1,astore_2,5
astore_2,iconst_0,istore_3,5
dup,invokespecial,astore_1,5
getstatic,invokevirtual,aastore,5
iconst_0,istore_3,aload_2,5
iload,aaload,astore,5
invokespecial,astore_1,aload_1,5
invokevirtual,nop,aload_1,5
istore_3,aload_2,ldc2_w,5
ldc2_w,invokevirtual,nop,5
nop,aload_1,areturn,5
dadd,invokevirtual,aload,4
dload,aload,invokevirtual,4
dmul,dadd,dstore,4
dstore,aload,invokevirtual,4
iload,if_icmpge,aload_3,4
invokevirtual,aastore,dup,4
invokevirtual,dstore,aload,4
invokevirtual,dsub,dstore,4
aaload,astore,aload,3
aaload,invokevirtual,aload_0,3
aaload,invokevirtual,dmul,3
aload_3,iload,aaload,3
anewarray,dup,iconst_0,3
ddiv,putfield,aload_0,3
dload,dmul,dsub,3
dload_1,aload,invokevirtual,3
dmul,dsub,invokevirtual,3
dneg,ldc2_w,ddiv,3
dstore,dload,aload,3
dsub,dstore,dload,3
dsub,invokevirtual,aload,3
dup,invokevirtual,dload_1,3
iconst_5,istore,iload,3
if_icmpge,aload_3,iload,3
invokevirtual,aload_0,getfield,3
invokevirtual,dload_1,aload,3
invokevirtual,iinc,goto,3
istore,iconst_5,istore,3
ldc2_w,ddiv,putfield,3
aaload,astore,dload,2
aastore,invokevirtual,pop,2
aconst_null,invokespecial,putstatic,2
aload_0,getfield,arraylength,2
