13:21:27.546 [main] DEBUG o.a.j.model.MemberSignatureParts - Synthetic bridge constructor arg: javabenchmarks.binarytrees.binarytreesjava$1
13:21:27.573 [main] DEBUG o.a.j.model.MemberSignatureParts - Synthetic bridge constructor arg: javabenchmarks.binarytrees.binarytreesjava$1
5,3
7,2
35,1
58,1
187,1
28,1
15,1
